previous_year_rating,education,department,region,gender,recruitment_channel,no_of_trainings,age,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
3.0,Below Secondary,Technology,region_6,Male,sourcing,1,24,1,Yes,No,81,No
1.0,Bachelor's,Analytics,region_24,Male,sourcing,2,29,4,No,No,85,No
3.0,Master's & above,HR,region_22,Male,other,1,38,7,No,No,48,No
4.0,Master's & above,R&D,region_2,Male,other,2,39,12,No,No,81,No
5.0,Bachelor's,Analytics,region_22,Male,sourcing,2,33,3,Yes,No,87,No
2.0,Bachelor's,Sales & Marketing,region_2,Female,other,2,35,9,No,No,51,No
4.0,Bachelor's,Sales & Marketing,region_2,Male,referred,1,28,4,Yes,No,45,No
3.0,Bachelor's,Operations,region_13,Male,other,1,34,3,Yes,No,53,No
3.0,Bachelor's,Sales & Marketing,region_22,Male,referred,2,29,6,Yes,No,51,No
2.0,Master's & above,Sales & Marketing,region_22,Male,sourcing,2,32,2,Yes,No,49,No
4.0,Master's & above,Sales & Marketing,region_13,Male,sourcing,1,35,7,Yes,No,49,No
4.0,Bachelor's,Analytics,region_28,Male,other,1,36,6,No,No,85,No
5.0,Master's & above,HR,region_2,Male,other,1,45,6,Yes,No,51,No
4.0,Bachelor's,Sales & Marketing,region_31,Male,sourcing,1,26,4,No,No,49,No
1.0,Bachelor's,Sales & Marketing,region_31,Female,sourcing,1,36,2,No,No,49,No
3.0,Bachelor's,Analytics,region_22,Male,sourcing,3,29,1,No,No,83,No
3.0,Bachelor's,Sales & Marketing,region_2,Male,sourcing,2,42,9,No,No,51,No
3.0,Bachelor's,Sales & Marketing,region_2,Male,sourcing,1,29,1,No,No,47,No
1.0,Bachelor's,Sales & Marketing,region_19,Male,other,2,35,8,No,No,54,No
2.0,Bachelor's,Sales & Marketing,region_2,Male,other,2,29,4,No,No,52,No
5.0,Bachelor's,Sales & Marketing,region_7,Male,other,1,28,4,No,No,48,No
3.0,Master's & above,Sales & Marketing,region_2,Male,other,1,57,11,No,No,53,No
5.0,Bachelor's,Analytics,region_27,Male,other,1,30,5,Yes,No,80,No
3.0,Bachelor's,Legal,region_26,Male,sourcing,1,35,8,No,No,59,No
4.0,Bachelor's,Technology,region_7,Male,other,1,26,2,Yes,No,79,No
3.0,Bachelor's,Analytics,region_22,Male,other,4,29,2,Yes,No,86,No
2.0,Bachelor's,Analytics,region_22,Female,other,1,27,2,Yes,No,81,No
3.0,Master's & above,Procurement,region_14,Male,other,1,37,2,Yes,No,65,No
2.0,Bachelor's,Procurement,region_31,Male,sourcing,2,35,5,No,No,66,No
5.0,Bachelor's,Sales & Marketing,region_23,Male,other,1,30,4,No,No,47,No
3.0,Bachelor's,Finance,region_2,Male,sourcing,1,35,5,Yes,No,60,No
3.0,Master's & above,Operations,region_4,Female,other,1,39,13,Yes,No,60,No
5.0,Bachelor's,R&D,region_11,Male,sourcing,1,31,3,Yes,No,87,No
4.0,Bachelor's,Procurement,region_7,Male,other,2,32,5,No,No,70,No
3.0,Bachelor's,Procurement,region_23,Female,sourcing,3,30,8,No,No,69,No
4.0,Bachelor's,Operations,region_7,Male,other,1,27,6,Yes,Yes,91,Yes
3.0,Bachelor's,Analytics,region_22,Male,sourcing,1,27,1,No,Yes,82,Yes
5.0,Bachelor's,Analytics,region_32,Male,sourcing,1,28,2,Yes,No,85,No
3.0,Bachelor's,Finance,region_22,Female,other,3,25,1,No,No,60,No
3.0,Bachelor's,Sales & Marketing,region_28,Male,sourcing,1,39,3,Yes,No,50,No
2.0,Bachelor's,Sales & Marketing,region_26,Male,sourcing,1,30,6,No,No,52,No
3.0,Bachelor's,Operations,region_27,Male,other,1,29,3,Yes,No,63,No
3.0,Master's & above,Procurement,region_7,Female,sourcing,1,35,6,No,No,73,No
3.0,Bachelor's,Procurement,region_22,Male,other,3,26,2,No,No,69,No
5.0,Master's & above,Procurement,region_22,Male,sourcing,1,45,3,Yes,No,72,No
3.0,Bachelor's,Finance,region_28,Female,sourcing,1,29,1,Yes,No,60,No
3.0,Master's & above,Procurement,region_2,Male,other,1,47,13,No,No,72,No
5.0,Bachelor's,Operations,region_13,Male,other,1,24,2,Yes,No,61,No
3.0,Master's & above,Analytics,region_15,Male,other,3,34,7,No,No,81,No
1.0,Bachelor's,Sales & Marketing,region_22,Male,other,5,32,7,No,No,46,No
5.0,Master's & above,Operations,region_2,Female,sourcing,1,47,13,No,No,58,No
3.0,Master's & above,Legal,region_7,Male,other,1,36,7,No,No,57,No
5.0,Bachelor's,Operations,region_22,Male,sourcing,2,37,10,Yes,No,60,Yes
1.0,Bachelor's,Sales & Marketing,region_30,Male,other,1,34,5,No,No,45,No
3.0,Bachelor's,Operations,region_6,Male,other,1,26,2,Yes,No,60,No
4.0,Bachelor's,Technology,region_22,Female,sourcing,1,34,7,No,No,76,No
3.0,Bachelor's,Analytics,region_6,Male,sourcing,1,26,1,No,No,86,No
4.0,Bachelor's,Operations,region_2,Male,sourcing,1,34,4,No,No,61,No
5.0,Bachelor's,Technology,region_16,Male,other,2,38,8,Yes,No,81,No
3.0,Master's & above,Procurement,region_2,Male,sourcing,1,34,5,No,No,71,No
3.0,Bachelor's,Procurement,region_15,Male,sourcing,1,51,6,Yes,No,68,No
3.0,Bachelor's,Operations,region_26,Female,other,1,33,3,No,No,63,No
4.0,Master's & above,HR,region_2,Male,other,1,54,18,No,No,45,No
3.0,Bachelor's,Operations,region_22,Female,sourcing,1,31,7,Yes,No,57,Yes
1.0,Bachelor's,Sales & Marketing,region_7,Male,sourcing,2,35,6,No,No,49,No
5.0,Below Secondary,Operations,region_2,Male,other,3,25,2,Yes,No,57,No
2.0,Bachelor's,Operations,region_12,Female,other,1,30,3,No,No,75,Yes
4.0,Bachelor's,Sales & Marketing,region_9,Male,other,1,30,2,No,No,50,No
2.0,Master's & above,Sales & Marketing,region_26,Male,sourcing,1,51,2,No,No,46,No
4.0,Master's & above,Technology,region_23,Male,other,1,58,4,No,No,78,No
5.0,Bachelor's,Operations,region_30,Female,other,1,34,7,No,No,58,No
4.0,Bachelor's,Operations,region_26,Female,sourcing,1,39,3,Yes,No,59,No
4.0,Below Secondary,HR,region_2,Male,other,1,24,2,No,No,44,No
3.0,Bachelor's,R&D,region_19,Male,sourcing,1,39,3,No,No,86,No
3.0,Bachelor's,Operations,region_22,Female,sourcing,1,29,1,No,No,62,No
3.0,Bachelor's,Sales & Marketing,region_22,Male,sourcing,3,25,1,No,No,47,No
2.0,Bachelor's,Sales & Marketing,region_34,Male,other,1,34,7,No,No,50,No
3.0,Bachelor's,Sales & Marketing,region_31,Male,sourcing,1,33,10,No,No,48,No
3.0,Bachelor's,Analytics,region_2,Male,other,1,28,3,Yes,No,88,No
5.0,Bachelor's,Analytics,region_6,Male,other,2,31,5,Yes,No,81,No
3.0,Bachelor's,Sales & Marketing,region_2,Male,sourcing,1,47,20,No,No,51,No
1.0,Bachelor's,Finance,region_2,Male,other,1,23,2,Yes,No,59,No
3.0,Master's & above,Sales & Marketing,region_20,Male,other,2,37,4,No,No,48,No
4.0,Master's & above,Operations,region_2,Female,other,1,32,6,Yes,No,59,No
3.0,Master's & above,Sales & Marketing,region_3,Male,sourcing,1,46,20,No,No,49,No
3.0,Bachelor's,Technology,region_22,Female,other,1,25,2,No,No,75,No
3.0,Bachelor's,Technology,region_26,Female,other,1,38,10,No,No,82,No
3.0,Bachelor's,Technology,region_33,Female,other,1,27,4,No,No,81,No
3.0,Bachelor's,Analytics,region_28,Male,other,1,29,1,Yes,No,86,Yes
3.0,Bachelor's,Procurement,region_13,Female,sourcing,1,27,1,No,No,67,No
3.0,Bachelor's,Technology,region_34,Male,other,1,29,5,No,No,83,No
3.0,Bachelor's,Sales & Marketing,region_26,Female,other,1,29,2,No,No,47,No
3.0,Bachelor's,Sales & Marketing,region_28,Male,other,1,32,4,No,No,47,No
5.0,Bachelor's,Finance,region_4,Male,sourcing,1,34,7,Yes,No,58,No
2.0,Bachelor's,Procurement,region_2,Female,other,1,30,6,Yes,No,70,No
3.0,Bachelor's,Analytics,region_2,Male,other,1,20,1,Yes,No,86,No
5.0,Bachelor's,Sales & Marketing,region_20,Male,sourcing,1,26,2,Yes,No,93,Yes
5.0,Master's & above,Analytics,region_4,Male,sourcing,3,37,9,Yes,Yes,89,Yes
1.0,Bachelor's,Technology,region_33,Male,other,1,32,3,No,No,85,No
3.0,Bachelor's,Sales & Marketing,region_7,Male,other,1,20,2,No,No,47,No
5.0,Bachelor's,Sales & Marketing,region_2,Male,other,2,40,12,No,No,48,No
5.0,Bachelor's,Analytics,region_15,Male,other,3,29,2,Yes,No,86,No
5.0,Master's & above,Operations,region_15,Male,sourcing,1,30,4,Yes,No,53,No
4.0,Bachelor's,Procurement,region_2,Male,sourcing,1,24,2,Yes,No,69,No
3.0,Master's & above,R&D,region_26,Male,sourcing,1,27,1,No,No,85,No
3.0,Master's & above,Procurement,region_7,Female,sourcing,2,33,6,No,No,69,No
5.0,Master's & above,Finance,region_4,Male,other,1,32,4,No,Yes,90,Yes
5.0,Bachelor's,Technology,region_2,Male,other,2,34,2,Yes,No,79,No
4.0,Bachelor's,Sales & Marketing,region_2,Male,other,1,38,7,No,No,47,No
3.0,Master's & above,Technology,region_23,Female,other,2,33,6,No,No,76,No
3.0,Bachelor's,Technology,region_2,Female,sourcing,1,49,6,No,No,77,No
1.0,Bachelor's,Sales & Marketing,region_21,Female,other,1,34,7,No,No,52,No
2.0,Bachelor's,Sales & Marketing,region_27,Male,other,1,33,7,No,No,45,No
3.0,Bachelor's,Operations,region_27,Male,other,1,46,7,No,No,63,No
3.0,Bachelor's,Procurement,region_12,Male,sourcing,1,29,5,No,No,69,No
3.0,Master's & above,Technology,region_2,Female,sourcing,2,38,3,No,No,79,No
3.0,Bachelor's,Sales & Marketing,region_2,Male,other,1,48,21,No,No,48,No
4.0,Bachelor's,Finance,region_22,Male,other,3,30,7,No,No,63,No
4.0,Bachelor's,Operations,region_32,Male,sourcing,1,31,7,No,No,59,No
5.0,Master's & above,Procurement,region_2,Male,sourcing,1,40,5,No,No,67,No
5.0,Bachelor's,Sales & Marketing,region_12,Male,other,1,27,2,No,No,51,No
5.0,Bachelor's,Operations,region_27,Female,other,1,38,5,Yes,No,62,No
3.0,Bachelor's,Procurement,region_17,Female,other,1,26,1,No,No,68,No
4.0,Bachelor's,Sales & Marketing,region_14,Male,sourcing,1,33,9,Yes,No,47,No
1.0,Master's & above,Sales & Marketing,region_4,Female,other,1,39,7,Yes,No,52,No
3.0,Bachelor's,Technology,region_30,Female,sourcing,1,32,6,No,No,76,No
5.0,Master's & above,Operations,region_10,Female,sourcing,1,35,9,Yes,No,58,No
3.0,Bachelor's,Sales & Marketing,region_25,Female,other,1,27,1,Yes,No,45,No
3.0,Bachelor's,Technology,region_2,Male,other,1,46,6,No,No,78,No
3.0,Bachelor's,Sales & Marketing,region_4,Male,other,1,27,7,No,No,51,No
3.0,Bachelor's,HR,region_31,Female,other,1,24,1,No,No,47,No
1.0,Bachelor's,Sales & Marketing,region_22,Male,sourcing,4,28,2,No,No,47,No
2.0,Bachelor's,Procurement,region_23,Female,sourcing,1,32,6,Yes,No,68,No
2.0,Bachelor's,Technology,region_5,Male,other,1,38,7,No,No,81,No
4.0,Below Secondary,Legal,region_2,Male,sourcing,1,27,1,Yes,No,56,No
5.0,Bachelor's,Sales & Marketing,region_2,Male,referred,1,25,2,No,No,47,No
4.0,Bachelor's,Sales & Marketing,region_16,Male,other,2,30,5,No,No,49,No
3.0,Bachelor's,Sales & Marketing,region_16,Male,other,1,24,1,No,No,50,No
5.0,Bachelor's,Analytics,region_22,Male,referred,2,28,2,No,No,83,No
3.0,Bachelor's,Technology,region_21,Male,other,1,37,11,No,No,78,No
4.0,Bachelor's,Sales & Marketing,region_4,Female,other,1,32,2,Yes,No,43,No
4.0,Bachelor's,Sales & Marketing,region_22,Female,other,1,30,4,No,No,55,No
5.0,Master's & above,Operations,region_15,Female,other,1,40,12,Yes,No,58,No
5.0,Master's & above,Operations,region_22,Male,sourcing,1,39,6,No,No,59,No
1.0,Bachelor's,Sales & Marketing,region_2,Female,other,1,55,2,Yes,No,52,No
3.0,Bachelor's,Sales & Marketing,region_22,Male,other,1,53,11,No,No,54,No
3.0,Master's & above,Sales & Marketing,region_4,Male,other,2,43,12,Yes,No,47,Yes
2.0,Master's & above,HR,region_13,Female,sourcing,1,35,10,No,No,51,No
3.0,Bachelor's,Sales & Marketing,region_22,Female,sourcing,1,30,9,No,No,49,No
1.0,Bachelor's,Sales & Marketing,region_32,Male,other,1,29,3,Yes,No,50,No
5.0,Bachelor's,Analytics,region_22,Male,referred,2,30,8,No,No,83,No
3.0,Master's & above,Procurement,region_2,Male,sourcing,1,54,7,No,No,65,No
3.0,Bachelor's,Technology,region_32,Female,other,1,33,9,No,No,80,No
4.0,Bachelor's,Procurement,region_19,Male,sourcing,1,37,6,No,No,74,No
2.0,Master's & above,Sales & Marketing,region_11,Male,other,1,36,5,Yes,No,54,No
3.0,Bachelor's,Operations,region_14,Male,other,1,30,3,No,No,56,No
3.0,Bachelor's,HR,region_15,Male,sourcing,1,30,3,Yes,No,48,No
3.0,Master's & above,Procurement,region_17,Female,other,1,50,14,No,No,69,No
4.0,Bachelor's,Operations,region_2,Male,other,1,30,3,Yes,No,60,No
3.0,Master's & above,Operations,region_7,Male,other,1,48,18,No,No,59,No
5.0,Bachelor's,Analytics,region_2,Male,sourcing,2,29,4,No,No,88,Yes
4.0,Bachelor's,Sales & Marketing,region_28,Male,other,1,34,6,No,No,49,No
2.0,Bachelor's,Operations,region_7,Female,sourcing,1,43,17,No,No,57,No
3.0,Bachelor's,Sales & Marketing,region_13,Male,other,1,47,3,Yes,No,49,No
3.0,Bachelor's,Sales & Marketing,region_15,Female,sourcing,1,28,5,No,No,47,No
3.0,Bachelor's,Procurement,region_6,Male,other,2,34,9,No,No,69,No
4.0,Master's & above,Procurement,region_4,Male,sourcing,1,35,7,No,No,73,No
3.0,Bachelor's,Sales & Marketing,region_7,Male,sourcing,4,26,1,No,No,48,No
3.0,Master's & above,Operations,region_2,Female,other,1,36,11,Yes,No,58,No
4.0,Bachelor's,Technology,region_22,Male,sourcing,3,29,5,No,No,90,Yes
3.0,Bachelor's,Sales & Marketing,region_16,Male,sourcing,2,46,17,No,No,53,No
3.0,Bachelor's,Technology,region_2,Female,sourcing,2,28,1,Yes,No,78,Yes
2.0,Bachelor's,Sales & Marketing,region_15,Male,other,2,35,2,No,No,53,No
3.0,Master's & above,Technology,region_30,Female,other,1,40,10,No,No,84,No
3.0,Master's & above,Sales & Marketing,region_22,Male,sourcing,1,42,3,Yes,No,56,No
1.0,Bachelor's,Technology,region_25,Male,other,1,30,3,No,No,78,No
4.0,Bachelor's,Sales & Marketing,region_22,Male,sourcing,1,25,2,No,No,56,No
3.0,Bachelor's,Finance,region_30,Female,other,1,28,1,Yes,No,54,Yes
5.0,Bachelor's,Procurement,region_15,Male,other,1,35,4,Yes,No,75,No
3.0,Master's & above,Operations,region_4,Male,other,1,51,17,No,No,60,No
3.0,Bachelor's,Technology,region_26,Male,sourcing,2,30,8,No,No,76,No
4.0,Master's & above,Sales & Marketing,region_2,Male,sourcing,1,39,10,No,No,48,No
5.0,Bachelor's,Legal,region_15,Male,other,1,41,10,No,No,61,No
1.0,Bachelor's,Sales & Marketing,region_1,Male,sourcing,1,31,4,Yes,No,49,No
3.0,Bachelor's,Sales & Marketing,region_22,Male,other,2,27,5,Yes,Yes,50,No
4.0,Bachelor's,Sales & Marketing,region_6,Female,sourcing,1,27,2,No,No,47,No
3.0,Bachelor's,R&D,region_15,Male,other,3,30,3,No,No,82,No
3.0,Master's & above,Technology,region_2,Female,sourcing,3,35,7,No,No,72,No
3.0,Bachelor's,Sales & Marketing,region_2,Male,sourcing,1,23,1,No,No,52,No
2.0,Bachelor's,Operations,region_2,Male,other,1,41,11,No,No,58,No
3.0,Bachelor's,Procurement,region_2,Male,sourcing,1,24,2,No,No,64,No
1.0,Bachelor's,HR,region_2,Female,sourcing,1,57,2,Yes,No,53,No
3.0,Bachelor's,Finance,region_22,Female,other,1,28,3,Yes,No,59,Yes
3.0,Bachelor's,Analytics,region_34,Male,sourcing,2,28,1,Yes,No,86,No
4.0,Bachelor's,Sales & Marketing,region_19,Male,other,1,45,17,No,No,48,No
4.0,Bachelor's,Sales & Marketing,region_25,Male,other,2,24,2,No,No,49,No
3.0,Bachelor's,Sales & Marketing,region_31,Male,sourcing,2,33,9,No,No,43,No
3.0,Bachelor's,Procurement,region_14,Female,other,1,32,2,No,No,74,No
5.0,Bachelor's,Sales & Marketing,region_15,Male,sourcing,1,43,10,Yes,No,43,No
1.0,Bachelor's,Analytics,region_28,Male,other,1,34,9,No,No,84,No
3.0,Master's & above,Technology,region_7,Female,other,1,42,12,No,No,83,No
4.0,Master's & above,Technology,region_5,Female,other,1,31,3,No,No,78,No
3.0,Bachelor's,Finance,region_15,Male,sourcing,1,29,1,No,No,62,No
4.0,Master's & above,Finance,region_2,Male,other,1,34,7,No,No,58,No
3.0,Master's & above,Sales & Marketing,region_7,Male,sourcing,1,36,5,No,No,44,No
3.0,Master's & above,R&D,region_2,Male,other,1,32,6,No,Yes,79,No
2.0,Bachelor's,Sales & Marketing,region_2,Female,other,2,46,5,Yes,No,48,No
4.0,Bachelor's,Technology,region_27,Female,other,1,32,4,No,No,79,No
3.0,Bachelor's,Sales & Marketing,region_15,Male,other,1,31,4,No,No,62,Yes
4.0,Bachelor's,Sales & Marketing,region_7,Male,other,2,24,2,No,No,48,No
1.0,Bachelor's,Technology,region_22,Male,other,1,37,7,No,No,80,No
4.0,Bachelor's,Analytics,region_11,Male,sourcing,1,30,7,Yes,No,85,No
4.0,Bachelor's,Operations,region_2,Male,sourcing,2,42,7,Yes,No,58,No
3.0,Bachelor's,Sales & Marketing,region_6,Male,other,1,29,1,No,No,52,No
5.0,Bachelor's,HR,region_22,Male,referred,1,29,3,Yes,No,53,No
2.0,Bachelor's,Sales & Marketing,region_2,Female,other,1,38,8,No,No,49,No
1.0,Master's & above,Procurement,region_22,Male,other,1,35,3,No,No,70,No
3.0,Bachelor's,Operations,region_2,Male,other,1,31,6,No,No,58,No
4.0,Bachelor's,Operations,region_32,Male,sourcing,1,27,2,No,No,59,No
2.0,Master's & above,Procurement,region_4,Male,sourcing,1,43,6,No,No,71,No
4.0,Bachelor's,Sales & Marketing,region_13,Male,other,1,45,5,No,No,49,No
3.0,Master's & above,Operations,region_27,Male,sourcing,1,41,6,No,No,63,No
3.0,Master's & above,Technology,region_29,Male,other,1,36,4,No,No,78,No
1.0,Bachelor's,Operations,region_15,Male,other,1,39,13,No,No,58,No
1.0,Bachelor's,Sales & Marketing,region_13,Female,other,1,32,5,No,No,48,No
3.0,Bachelor's,Technology,region_14,Male,sourcing,1,29,5,No,No,79,No
3.0,Bachelor's,Procurement,region_13,Male,sourcing,4,25,3,No,No,68,No
3.0,Master's & above,Analytics,region_13,Male,other,2,34,3,No,No,81,No
4.0,Master's & above,Operations,region_22,Male,sourcing,1,41,4,No,No,58,No
3.0,Bachelor's,Sales & Marketing,region_24,Male,other,1,27,5,No,No,49,No
4.0,Bachelor's,Sales & Marketing,region_16,Male,other,1,38,4,No,No,56,No
3.0,Master's & above,Procurement,region_13,Female,other,1,31,2,Yes,No,68,No
1.0,Bachelor's,Operations,region_6,Male,other,1,31,4,No,No,58,No
3.0,Bachelor's,Finance,region_26,Male,sourcing,1,25,2,Yes,No,61,No
4.0,Bachelor's,Procurement,region_7,Female,other,1,31,6,No,No,69,No
1.0,Bachelor's,Operations,region_2,Male,other,1,29,3,Yes,No,57,No
1.0,Master's & above,HR,region_2,Female,sourcing,1,48,4,No,No,48,No
3.0,Bachelor's,Technology,region_2,Male,sourcing,1,32,3,No,No,89,Yes
3.0,Bachelor's,Technology,region_2,Female,other,1,59,16,Yes,No,80,No
4.0,Master's & above,Analytics,region_22,Male,other,1,33,4,No,No,86,No
3.0,Bachelor's,Sales & Marketing,region_8,Male,other,2,28,1,No,No,48,No
2.0,Master's & above,Procurement,region_10,Female,other,1,36,3,No,No,70,No
4.0,Bachelor's,Sales & Marketing,region_25,Male,other,1,42,6,No,No,50,No
4.0,Bachelor's,HR,region_2,Male,sourcing,1,38,11,Yes,No,49,No
4.0,Bachelor's,Operations,region_2,Female,other,1,57,29,No,No,52,No
4.0,Bachelor's,Technology,region_26,Male,sourcing,1,36,2,No,No,80,No
1.0,Master's & above,Analytics,region_20,Male,other,1,34,7,No,No,86,No
3.0,Master's & above,Operations,region_28,Male,other,1,36,5,Yes,No,63,No
4.0,Bachelor's,Analytics,region_22,Male,other,3,30,3,No,No,85,No
3.0,Bachelor's,Procurement,region_7,Female,other,1,38,10,No,No,68,No
5.0,Bachelor's,Technology,region_13,Female,referred,1,33,6,Yes,No,79,No
3.0,Bachelor's,Procurement,region_16,Female,other,1,30,1,No,No,74,No
5.0,Bachelor's,Operations,region_6,Female,other,1,34,5,Yes,No,58,No
3.0,Bachelor's,Operations,region_2,Male,other,1,56,27,No,No,60,No
1.0,Master's & above,Sales & Marketing,region_22,Male,sourcing,2,30,6,No,No,46,No
2.0,Bachelor's,Legal,region_22,Male,other,1,30,5,Yes,No,54,No
1.0,Bachelor's,Sales & Marketing,region_27,Male,sourcing,1,29,4,No,No,42,No
1.0,Bachelor's,Analytics,region_8,Male,other,1,29,3,No,No,88,No
3.0,Bachelor's,Operations,region_5,Male,other,1,26,2,No,No,58,No
4.0,Master's & above,Operations,region_2,Male,sourcing,1,37,6,No,No,58,No
3.0,Master's & above,HR,region_2,Female,sourcing,1,47,8,No,No,49,No
3.0,Bachelor's,Operations,region_8,Male,sourcing,1,26,2,No,No,56,No
4.0,Bachelor's,Technology,region_27,Female,other,1,31,7,Yes,No,76,No
4.0,Master's & above,Operations,region_13,Female,sourcing,1,38,6,No,No,58,No
5.0,Bachelor's,Legal,region_7,Male,sourcing,1,41,5,Yes,No,56,No
3.0,Bachelor's,Operations,region_27,Female,sourcing,1,30,4,No,No,60,No
3.0,Bachelor's,Operations,region_22,Male,other,1,28,1,No,No,56,No
3.0,Bachelor's,Sales & Marketing,region_15,Female,other,1,45,13,No,No,46,No
2.0,Bachelor's,Sales & Marketing,region_2,Female,other,1,41,11,No,No,50,No
1.0,Master's & above,Sales & Marketing,region_2,Female,other,1,42,8,No,No,49,No
5.0,Bachelor's,Sales & Marketing,region_2,Male,sourcing,1,35,4,Yes,No,53,Yes
3.0,Bachelor's,Procurement,region_15,Male,sourcing,1,41,11,No,No,67,No
3.0,Bachelor's,Sales & Marketing,region_1,Male,other,1,26,2,No,No,47,No
3.0,Bachelor's,Operations,region_8,Female,sourcing,1,29,1,No,No,55,No
3.0,Bachelor's,Technology,region_34,Male,sourcing,1,27,3,No,No,84,No
3.0,Bachelor's,Sales & Marketing,region_2,Male,other,2,36,4,No,No,52,No
5.0,Bachelor's,Operations,region_2,Male,sourcing,1,56,27,Yes,No,62,No
1.0,Master's & above,Sales & Marketing,region_2,Male,sourcing,1,58,28,No,No,52,No
4.0,Master's & above,Operations,region_22,Male,other,1,34,7,No,No,59,No
2.0,Master's & above,Procurement,region_17,Female,sourcing,1,39,8,Yes,No,92,Yes
5.0,Bachelor's,Operations,region_15,Female,sourcing,1,35,6,Yes,No,61,Yes
5.0,Bachelor's,Sales & Marketing,region_16,Male,sourcing,1,30,4,No,No,47,No
3.0,Bachelor's,Technology,region_5,Male,other,1,31,2,Yes,No,76,No
3.0,Master's & above,Sales & Marketing,region_25,Male,other,1,32,9,No,No,44,No
5.0,Master's & above,Sales & Marketing,region_4,Male,sourcing,1,34,10,No,No,51,No
5.0,Bachelor's,Sales & Marketing,region_15,Male,sourcing,1,33,3,No,No,62,Yes
3.0,Master's & above,Technology,region_11,Male,sourcing,1,36,4,Yes,No,77,No
5.0,Bachelor's,Operations,region_2,Female,sourcing,1,36,10,Yes,No,64,No
4.0,Bachelor's,Operations,region_13,Male,sourcing,1,45,16,No,No,60,No
3.0,Bachelor's,Finance,region_22,Male,other,1,27,1,No,No,60,No
1.0,Master's & above,Technology,region_22,Male,other,1,38,5,No,No,79,No
4.0,Bachelor's,Operations,region_14,Male,other,1,35,10,No,No,54,No
5.0,Master's & above,Operations,region_7,Male,sourcing,2,35,5,Yes,No,68,No
1.0,Bachelor's,Sales & Marketing,region_2,Female,sourcing,1,32,5,No,No,52,No
3.0,Bachelor's,Finance,region_2,Male,other,1,46,17,No,No,62,No
3.0,Bachelor's,Procurement,region_15,Male,sourcing,1,27,3,No,No,68,No
3.0,Bachelor's,Technology,region_22,Female,sourcing,1,28,1,Yes,No,80,No
3.0,Bachelor's,Sales & Marketing,region_29,Male,other,1,28,2,No,No,49,No
3.0,Master's & above,Procurement,region_2,Male,other,1,56,16,No,No,70,No
3.0,Master's & above,Procurement,region_26,Male,sourcing,1,42,4,No,No,72,No
5.0,Master's & above,Sales & Marketing,region_13,Male,sourcing,1,49,5,Yes,No,51,No
3.0,Bachelor's,Finance,region_32,Female,other,1,30,2,No,No,62,No
2.0,Bachelor's,Sales & Marketing,region_13,Female,other,1,34,8,No,No,49,No
1.0,Bachelor's,Sales & Marketing,region_9,Male,sourcing,3,29,2,No,No,51,No
3.0,Master's & above,Sales & Marketing,region_2,Male,sourcing,1,34,6,Yes,No,50,No
3.0,Master's & above,Sales & Marketing,region_22,Female,other,3,32,2,No,No,52,No
3.0,Bachelor's,Analytics,region_22,Male,other,1,34,2,Yes,No,82,No
3.0,Master's & above,Analytics,region_25,Male,sourcing,3,33,10,No,No,92,Yes
3.0,Bachelor's,Technology,region_6,Female,sourcing,1,26,3,No,No,78,No
2.0,Bachelor's,Sales & Marketing,region_12,Male,sourcing,1,29,7,No,No,44,No
2.0,Bachelor's,R&D,region_15,Male,other,3,28,8,No,No,86,No
3.0,Bachelor's,Sales & Marketing,region_21,Male,other,1,36,6,No,No,46,No
3.0,Bachelor's,Sales & Marketing,region_2,Female,other,1,26,2,Yes,No,47,No
4.0,Bachelor's,Technology,region_2,Female,other,1,33,6,Yes,No,78,No
3.0,Bachelor's,HR,region_13,Male,sourcing,1,29,6,No,No,52,No
5.0,Bachelor's,Sales & Marketing,region_2,Male,referred,1,38,5,Yes,Yes,51,No
5.0,Bachelor's,Operations,region_26,Male,other,1,29,5,Yes,No,60,No
3.0,Bachelor's,Finance,region_2,Male,sourcing,2,27,1,No,No,61,No
5.0,Bachelor's,Technology,region_25,Male,sourcing,1,27,3,Yes,No,78,No
3.0,Master's & above,Procurement,region_13,Female,sourcing,1,34,4,Yes,No,72,No
1.0,Bachelor's,Technology,region_2,Male,sourcing,2,26,2,No,No,81,No
3.0,Bachelor's,Sales & Marketing,region_6,Male,sourcing,1,29,1,No,No,53,No
4.0,Bachelor's,Analytics,region_19,Male,sourcing,2,32,5,Yes,No,85,No
2.0,Master's & above,Operations,region_2,Male,sourcing,1,52,9,Yes,No,61,Yes
4.0,Bachelor's,Procurement,region_2,Female,sourcing,1,42,14,Yes,No,72,No
3.0,Bachelor's,Procurement,region_11,Male,other,1,28,1,Yes,No,70,No
5.0,Master's & above,Sales & Marketing,region_23,Male,sourcing,1,35,10,No,No,50,No
3.0,Master's & above,Legal,region_22,Male,other,1,34,3,No,No,61,No
3.0,Bachelor's,Analytics,region_22,Male,other,1,28,6,No,No,86,No
5.0,Bachelor's,Sales & Marketing,region_32,Male,other,1,32,2,Yes,No,53,No
5.0,Bachelor's,Operations,region_22,Male,other,1,29,5,No,No,60,No
1.0,Bachelor's,Sales & Marketing,region_22,Male,other,2,27,5,No,No,47,No
3.0,Master's & above,Sales & Marketing,region_9,Male,other,1,39,7,No,No,50,No
